city,latitude,longitude,newspaper,urls,date,民主,戰,民主主義,民主化,公民,共和國,國家,憲法,民權,主權,戰爭,大戰,世界大戰,失敗,投降,佔領,侵占,海軍,陸軍,空軍,日空軍,日軍,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310324-01.1.1,1931-03-24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310419-01.1.1,1931-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310420-01.1.1,1931-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310421-01.1.1,1931-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310422-01.1.1,1931-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310423-01.1.1,1931-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310424-01.1.1,1931-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310425-01.1.1,1931-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310426-01.1.1,1931-04-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310427-01.1.1,1931-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310501-01.1.1,1931-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310502-01.1.1,1931-05-02,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310503-01.1.1,1931-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310504-01.1.1,1931-05-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310505-01.1.1,1931-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310506-01.1.1,1931-05-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310507-01.1.1,1931-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310508-01.1.1,1931-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310618-01.1.1,1931-06-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310619-01.1.1,1931-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310620-01.1.1,1931-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310622-01.1.1,1931-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310623-01.1.1,1931-06-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310624-01.1.1,1931-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310625-01.1.1,1931-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310626-01.1.1,1931-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310627-01.1.1,1931-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310628-01.1.1,1931-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310705-01.1.1,1931-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310706-01.1.1,1931-07-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310707-01.1.1,1931-07-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310708-01.1.1,1931-07-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310709-01.1.1,1931-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310710-01.1.1,1931-07-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310711-01.1.1,1931-07-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310712-01.1.1,1931-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310713-01.1.1,1931-07-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310714-01.1.1,1931-07-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310715-01.1.1,1931-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310716-01.1.1,1931-07-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310717-01.1.1,1931-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310827-01.1.1,1931-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310828-01.1.1,1931-08-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310829-01.1.1,1931-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310830-01.1.1,1931-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310831-01.1.1,1931-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310901-01.1.1,1931-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310902-01.1.1,1931-09-02,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310903-01.1.1,1931-09-03,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310904-01.1.1,1931-09-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310905-01.1.1,1931-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310906-01.1.1,1931-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310907-01.1.1,1931-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310909-01.1.1,1931-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310910-01.1.1,1931-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19310911-01.1.1,1931-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311007-01.1.1,1931-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311008-01.1.1,1931-10-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311009-01.1.1,1931-10-09,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311010-01.1.1,1931-10-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311011-01.1.1,1931-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311012-01.1.1,1931-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311013-01.1.1,1931-10-13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311014-01.1.1,1931-10-14,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311015-01.1.1,1931-10-15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311112-01.1.1,1931-11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311201-01.1.1,1931-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311202-01.1.1,1931-12-02,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311203-01.1.1,1931-12-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311204-01.1.1,1931-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311205-01.1.1,1931-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311206-01.1.1,1931-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311207-01.1.1,1931-12-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311208-01.1.1,1931-12-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311209-01.1.1,1931-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311210-01.1.1,1931-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311114-01.1.1,1931-12-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311115-01.1.1,1931-12-15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311116-01.1.1,1931-12-16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311117-01.1.1,1931-12-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311118-01.1.1,1931-12-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311119-01.1.1,1931-12-19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311120-01.1.1,1931-12-20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311121-01.1.1,1931-12-21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311122-01.1.1,1931-12-22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19311123-01.1.1,1931-12-23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320101-01.1.1,1932-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320105-01.1.1,1932-01-05,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320106-01.1.1,1932-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320107-01.1.1,1932-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320108-01.1.1,1932-01-08,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320109-01.1.1,1932-01-09,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320110-01.1.1,1932-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320111-01.1.1,1932-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320112-01.1.1,1932-01-12,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320309-01.1.1,1932-03-09,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320310-01.1.1,1932-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320311-01.1.1,1932-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320312-01.1.1,1932-03-12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320313-01.1.1,1932-03-13,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320314-01.1.1,1932-03-14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320315-01.1.1,1932-03-15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320316-01.1.1,1932-03-16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320317-01.1.1,1932-03-17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320424-01.1.1,1932-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320425-01.1.1,1932-04-25,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320426-01.1.1,1932-04-26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320427-01.1.1,1932-04-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320428-01.1.1,1932-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320429-01.1.1,1932-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320430-01.1.1,1932-04-30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320501-01.1.1,1932-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320502-01.1.1,1932-05-02,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320503-01.1.1,1932-05-03,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320504-01.1.1,1932-05-04,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320505-01.1.1,1932-05-05,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320506-01.1.1,1932-05-06,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320507-01.1.1,1932-05-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320508-01.1.1,1932-05-08,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,
Beijing,39.916668,116.383331,Shi bao (實報),https://gpa.eastview.com/crl/lqrcn/newspapers/sbao19320509-01.1.1,1932-05-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
